-0.8	-0.0808126
-0.72	-0.0723927
-0.64	-0.0643795
-0.56	-0.0562901
-0.48	-0.0482762
-0.4	-0.0402631
-0.32	-0.0321827
-0.24	-0.0241748
-0.16	-0.0161844
-0.0800000000000004	-0.00814426
-4.44089209850063e-16	-0.00020051
0.0799999999999995	0.00775683
0.159999999999999	0.0157744
0.24	0.0237337
0.319999999999999	0.0317029
0.399999999999999	0.0397204
0.479999999999999	0.0477455
0.559999999999999	0.0557529
0.639999999999999	0.0637946
0.719999999999999	0.0717714
0.799999999999999	0.0797631
0.879999999999999	0.0878013
0.959999999999999	0.0958084
